feature,mean_abs_shap
PREV_AMT_GOODS_PRICE_SUM,0.0006349930379366335
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,0.0006259630012144762
BUREAU_AMT_CREDIT_SUM_OVERDUE_STD,0.0006106847073072234
POS_SK_DPD_COUNT,0.0006056603965263361
BUREAU_BB_MONTHS_BALANCE_STD_MEAN,0.0006053646134105501
CC_SK_DPD_DEF_STD,0.0006021582858049455
CC_AMT_TOTAL_RECEIVABLE_MEAN,0.000601892739648053
BUREAU_AMT_CREDIT_SUM_DEBT_COUNT,0.0006017287478165697
CC_AMT_DRAWINGS_POS_CURRENT_MAX,0.0005951560655281611
CNT_FAM_MEMBERS,0.0005951478169869096
CC_AMT_INST_MIN_REGULARITY_SUM,0.000592085650907698
BUREAU_BB_COUNT_STD,0.000586923356097073
FLOORSMIN_AVG,0.0005855458562154234
PREV_DAYS_FIRST_DUE_COUNT,0.0005769843592703568
CC_SK_DPD_SUM,0.0005691892750371624
CC_AMT_DRAWINGS_CURRENT_SUM,0.0005656374013382031
BUREAU_BB_MONTHS_BALANCE_MAX_MIN,0.0005548781155675298
BUREAU_BB_MONTHS_BALANCE_SUM_MAX,0.0005541769800412841
BUREAU_BB_STATUS_X_SHARE_MEAN,0.0005477894153626382
BUREAU_BB_MONTHS_BALANCE_MAX_SUM,0.0005251556125274692
BUREAU_CREDIT_DAY_OVERDUE_SUM,0.0005218182544284214
BUREAU_BB_MONTHS_BALANCE_STD_STD,0.0005183134604719601
CC_AMT_INST_MIN_REGULARITY_COUNT,0.0005171055628902386
BUREAU_BB_COUNT_MIN,0.0005132935423747174
